,name,statff_cnt,cost_per_area,nums_of_franchisees,new_nums_of_franchisee,avr_sales,avr_sales_per_area,start_cost,category,year,debt_ratio,profit,fairness,growth,stability
306,정통집,9,165.0,66,19,30930.0,1573.0,6844.0,한식,5,97,4,3,4,3
307,니뽕내뽕,51,209.0,67,6,37130.0,1405.0,9058.0,기타 외식,11,72,3,3,2,3
308,남다른감자탕(男다른감子탕),30,154.0,71,10,57141.0,790.0,17371.0,한식,17,740,3,3,3,5
309,지정환피자,8,165.0,71,1,15174.0,991.0,6200.0,패스트푸드,18,23,3,3,3,2
310,지호한방삼계탕,32,154.0,70,6,35134.0,755.0,11220.0,한식,18,59,4,3,3,3
311,손큰할매순대국,10,154.0,70,10,27613.0,1005.0,9130.0,한식,9,191,2,3,1,4
312,옥탑방오봉자싸롱,4,220.0,70,1,10695.0,573.0,5199.0,주점,9,3,2,3,1,2
313,임실N치즈피자,3,180.0,70,2,6634.0,229.0,10224.0,피자,18,6953,3,3,1,5
314,남가네설악추어탕,17,154.0,69,9,26272.0,601.0,12239.0,기타 외식,21,32,4,3,3,2
318,어벤더치커피,15,198.0,69,26,13404.0,951.0,8915.0,커피,8,312,3,3,3,4
319,무꼬뭐꼬떡볶이,25,165.0,68,30,4655.0,295.0,4630.0,분식,10,109,5,3,5,3
320,미스터빠삭,20,198.0,67,30,24083.0,1307.0,7820.0,기타 외식,5,392,4,3,5,5
321,카페글렌,6,220.0,68,3,6942.0,295.0,8484.0,커피,14,158,4,3,3,4
322,빨봉분식,12,176.0,67,7,14037.0,586.0,6564.0,기타 외식,10,351,2,3,2,5
323,롤링파스타,281,173.0,66,48,71666.0,1493.0,13390.0,서양식,29,78,4,3,4,3
324,빚은,3060,645.0,52,3,14767.0,963.0,17725.0,기타 외식,55,290,2,3,3,4
325,방일해장국,9,165.0,67,0,19858.0,471.0,8860.0,한식,17,42,3,3,2,2
326,아주커,8,137.0,67,12,23433.0,2404.0,3230.0,치킨,25,13,4,3,3,2
327,지지고(GGGO),17,176.0,67,9,9956.0,1342.0,3697.0,분식,4,-220,1,3,4,1
328,짝태패밀리,3,154.0,66,0,11818.0,762.0,3500.0,주점,9,127,4,3,1,3
329,장미맨숀,5,110.0,65,65,34258.0,893.0,9690.0,주점,3,83,5,3,0,3
330,치킨678,17,220.0,66,0,15674.0,939.0,11798.0,치킨,16,58,1,3,2,3
331,고집센그집갈비탕,8,121.0,66,9,39062.0,1158.0,7414.0,한식,4,-300,5,3,5,1
332,치교치킨,35,100.0,66,79,1414.0,41.0,3563.0,치킨,6,979,1,3,3,5
333,33떡볶이,5,187.0,66,31,24291.0,2203.0,5099.0,기타 외식,3,5349,3,3,0,5
334,나드리김밥,7,228.0,62,16,18488.0,1183.0,6845.0,기타 외식,10,-250,1,3,2,1
335,전설의치킨,13,165.0,66,16,18586.0,1156.0,5095.0,치킨,5,56,4,3,3,3
336,"고기,원칙",9,141.0,66,20,44075.0,1252.0,8877.0,한식,7,87,1,3,2,3
337,스테프핫도그,37,253.0,55,15,9366.0,1339.0,9291.0,패스트푸드,24,21,2,3,2,2
338,양계장집아들,1,198.0,65,12,15560.0,977.0,6253.0,치킨,7,-162,1,3,2,1
339,오땅비어,14,174.0,65,10,12366.0,920.0,4961.0,주점,7,283,4,3,0,4
343,파파이스,48,200.0,54,1,30469.0,859.0,21482.0,패스트푸드,30,-452,1,3,2,1
344,순남시래기,14,176.0,65,4,31197.0,843.0,11330.0,기타 외식,8,6,2,3,3,2
345,한방전주콩나물국밥,19,132.0,63,5,31706.0,962.0,9650.0,한식,11,200,3,3,4,4
346,베러댄와플,9,175.0,63,10,11504.0,1368.0,5600.0,커피,6,-777,3,3,2,1
347,샌드리아,15,198.0,64,17,7420.0,439.0,12010.0,기타 외식,15,1277,2,3,3,5
348,참이맛감자탕,44,154.0,62,5,41058.0,880.0,11850.0,한식,18,131,3,3,3,3
349,엘리팝,33,176.0,63,8,15423.0,399.0,7493.0,주점,16,134,3,3,2,3
350,종로김밥,8,165.0,63,2,31561.0,2034.0,5000.0,기타 외식,17,402,3,3,2,5
351,8800켄터키치킨,8,130.0,63,6,17902.0,860.0,3280.0,치킨,13,67,4,3,3,3
352,홍탕,9,132.0,62,20,2552.0,235.0,3960.0,중식,11,198,4,3,5,4
353,배달삼겹직구삼,11,121.0,61,19,35598.0,8511.0,3630.0,한식,6,172,4,3,2,4
354,봉이치킨,8,165.0,62,21,8526.0,323.0,2530.0,치킨,6,211,3,3,3,4
355,육수당,30,165.0,60,24,18961.0,765.0,10525.0,한식,49,63,2,3,1,3
356,브라운돈까스,6,165.0,60,9,18257.0,805.0,7912.0,기타 외식,7,-249,1,3,3,1
357,김영희강남동태찜,25,160.0,60,0,21054.0,518.0,10400.0,기타 외식,19,53,2,3,3,3
358,범프리카인생치킨,8,165.0,60,13,27880.0,1832.0,4790.0,치킨,3,32,5,3,0,2
359,경성주막1929,39,187.0,59,5,33189.0,803.0,9815.0,주점,10,139,4,3,3,3
360,짬뽕지존,3,198.0,59,9,116979.0,1822.0,15125.0,중식,8,29,5,3,3,2
361,명동찌개마을,25,73.0,59,4,39224.0,1284.0,4950.0,기타 외식,11,2,3,3,1,2
362,송주불냉면앤칼국수,8,110.0,58,16,30125.0,1606.0,4335.0,한식,6,41,5,3,4,2
363,홍대개미,144,242.0,37,3,50674.0,1672.0,15686.0,기타 외식,7,33,3,3,2,2
364,노군꼬치,11,176.0,58,9,19077.0,969.0,6770.0,기타 외식,7,115,4,3,3,3
365,5.5닭갈비,12,154.0,58,1,5665.0,148.0,7470.0,한식,16,32,2,3,3,2
366,Emoi(에머이),33,330.0,54,1,37309.0,895.0,15003.0,기타 외국식,8,50,3,3,1,2
367,용구비어,10,176.0,57,0,9697.0,529.0,6699.0,주점,9,13138,1,3,1,5
368,누리마을감자탕,14,143.0,57,1,26926.0,270.0,17130.0,한식,12,65,3,3,2,3
369,알리바바(ALIBABA),12,350.0,55,25,6455.0,346.0,14370.0,커피,7,-204,2,3,4,1
370,피굽남피자,2,198.0,57,39,13637.0,905.0,5148.0,피자,5,74,5,3,2,3
371,아임일리터,16,220.0,52,12,24090.0,840.0,7960.0,커피,4,286,4,3,4,4
372,생선지존진땡이,11,165.0,54,15,31246.0,698.0,8748.0,한식,15,171,4,3,3,4
373,바빈스,22,247.0,56,11,12647.0,615.0,6900.0,커피,21,71,3,3,4,3
374,정선생,10,187.0,56,3,22447.0,837.0,10230.0,주점,17,487,1,2,1,5
375,롤링핀,61,297.0,53,9,50383.0,1038.0,31195.0,제과제빵,10,141,2,3,2,4
376,버거앤프라이즈(Burger&Friez),15,176.0,54,30,24518.0,1359.0,8330.0,기타 외식,7,69,4,3,5,3
377,킹콩쥬스엔커피,4,195.0,55,4,2753.0,377.0,5392.0,음료 (커피 외),7,-398,1,3,1,1
378,옥이네김치찌개와직화삼겹,14,77.0,55,18,2043.0,189.0,2874.0,한식,4,-702,5,3,4,1
379,투사랑,1,240.0,55,2,4576.0,310.0,2545.0,주점,17,0,4,3,2,2
380,반달커피,8,220.0,53,51,13020.0,1072.0,6355.0,커피,3,112,5,3,0,3
381,돈까스클럽,42,220.0,54,0,65941.0,833.0,24095.0,서양식,14,47,2,3,2,2
382,나뚜루(Natuur),4350,363.0,52,8,10022.0,1192.0,12495.0,아이스크림/빙수,6,91,3,3,3,3
383,허갈닭강정,5,50.0,54,6,5641.0,507.0,1820.0,치킨,5,1169,3,3,2,5
384,밥맛나는세상,202,194.0,54,3,20429.0,1428.0,6462.0,분식,32,212,3,3,3,4
385,만땅치킨,2,165.0,54,17,8141.0,690.0,3665.0,치킨,4,184,3,3,1,4
386,피자빙고,2,187.0,54,1,2629.0,198.0,5637.0,피자,18,546,4,3,4,5
387,오늘통닭,14,150.0,54,27,12016.0,477.0,6020.0,치킨,14,139,3,3,2,3
388,김영희동태찜&코다리냉면,25,160.0,54,19,24003.0,647.0,10400.0,한식,19,53,2,3,3,3
389,빨라쪼델프레도,38,385.0,48,15,7511.0,589.0,11300.0,아이스크림/빙수,21,1992,1,3,2,5
390,킹스타피자,3,176.0,54,8,15990.0,1261.0,5480.0,피자,8,-111,1,3,3,1
391,가르텐호프앤레스트,10,165.0,53,2,12751.0,335.0,11875.0,주점,4,-3629,2,3,5,1
395,국제통닭,11,121.0,53,26,19309.0,1021.0,4306.0,치킨,4,94,5,3,5,3
399,토시래,12,198.0,53,0,36640.0,1192.0,14500.0,기타 외식,13,25,2,3,1,2
400,김순덕원조부안집,12,165.0,52,43,39396.0,51083.0,8310.0,한식,4,166,5,3,5,4
401,오떡,9,132.0,52,23,15125.0,957.0,5440.0,분식,7,175,3,3,2,4
402,백스비어,281,159.0,51,28,32400.0,615.0,8135.0,주점,29,78,4,3,4,3
403,마시내탕수육짜장,6,176.0,52,25,3230.0,166.0,6425.0,중식,11,756,3,3,3,5
404,못말리는파닭,2,198.0,52,0,17539.0,1281.0,4590.0,치킨,18,972,5,3,1,5
405,닭장수후라이드和,8,165.0,51,20,20978.0,1293.0,3342.0,치킨,4,390,1,3,5,5
406,징기스,20,187.0,51,0,50804.0,1592.0,10103.0,기타 외식,10,8,4,3,1,2
407,목우촌웰빙마을,72,121.0,51,2,41743.0,1625.0,10757.0,기타 외식,17,86,3,3,4,3
408,포베이(PhoBay),15,300.0,49,3,29080.0,860.0,17800.0,기타 외식,21,226,2,3,2,4
409,블럭제빵소,9,209.0,49,3,13739.0,1212.0,7914.0,제과제빵,6,87,3,3,3,3
410,김밥일번지,36,198.0,46,2,36145.0,1371.0,9676.0,분식,8,239,3,3,2,4
411,구구족,10,209.0,50,51,79202.0,8787.0,5780.0,한식,3,-466,1,3,0,1
412,오사카부루스,7,161.0,50,1,28182.0,622.0,5819.0,주점,7,54,5,3,4,3
413,세광양대창,21,300.0,49,43,101812.0,2080.0,20140.0,기타 외식,7,117,4,3,4,3
414,국대떡볶이,8,352.0,50,0,14992.0,1651.0,6982.0,분식,6,-133,1,3,5,1
415,굿맘할매순대국&양선지해장국,29,132.0,49,5,29322.0,1237.0,6521.0,한식,7,229,3,3,2,4
416,우가양평해장국,25,120.0,49,8,25830.0,455.0,7096.0,한식,17,268,2,3,4,4
417,명동칼국수샤브샤브,7,150.0,48,8,26160.0,675.0,11550.0,한식,17,29,2,3,1,2
418,커피나무,42,220.0,46,4,16604.0,490.0,10200.0,커피,9,-2194,1,3,2,1
419,싸다김밥,17,290.0,40,18,66111.0,2791.0,10200.0,분식,17,-1158,5,3,4,1
420,한옥마을전주비빔밥,9,184.0,42,4,16526.0,1772.0,11385.0,한식,7,279,2,3,1,4
421,미카도스시,17,198.0,48,18,57638.0,2138.0,13150.0,일식,7,435,4,3,5,5
422,브이에프씨치킨파티(VFC치킨파티),1,11.0,47,5,6533.0,526.0,1355.0,치킨,12,-332,4,3,1,1
423,히노아지,80,200.0,35,7,19984.0,1075.0,7560.0,일식,21,84,4,3,3,3
424,제육대가,2,55.0,45,45,26317.0,2407.0,2695.0,기타 외식,4,59,5,3,0,3
425,촌댁맥주,4,150.0,47,18,25266.0,605.0,6680.0,주점,3,21,5,3,0,2
426,순곱이네,4,187.0,34,11,17032.0,710.0,6448.0,기타 외식,7,88,3,3,4,3
427,잭아저씨족발&보쌈,6,143.0,48,8,40679.0,1839.0,5935.0,한식,5,38,4,3,3,2
428,비어캐빈,13,181.0,48,0,22375.0,735.0,10550.0,주점,22,-120,5,2,2,1
429,핵밥,17,198.0,46,46,26172.0,1716.0,8083.0,기타 외국식,7,196,3,3,2,4
430,신룽푸마라탕,14,132.0,42,1,24825.0,853.0,6863.0,중식,4,371,4,3,4,5
431,비엔나커피하우스,25,220.0,43,4,20567.0,372.0,16760.0,커피,10,344,2,3,2,5
432,참치라이더,12,143.0,46,37,21098.0,971.0,5689.0,기타 외식,5,982,3,3,4,5
433,인기명,27,187.0,41,7,47639.0,1184.0,11465.0,기타 외식,8,26,3,3,3,2
434,정아니의불타는여고24시떡볶이,5,165.0,46,29,23040.0,1179.0,5505.0,분식,3,1881,2,3,3,5
438,쏭스클럽핫도그,5,187.0,46,6,5197.0,484.0,4950.0,기타 외식,9,2730,2,3,2,5
439,다가치통닭,7,200.0,46,46,12878.0,949.0,4395.0,치킨,4,489,2,3,5,5
440,오복미역,5,231.0,46,1,42087.0,824.0,17275.0,한식,8,25,4,3,1,2
441,수피자,6,88.0,46,4,15331.0,1151.0,3630.0,피자,7,60,3,3,4,3
442,황기순의칼국수&돈까스,11,150.0,45,7,13044.0,706.0,7205.0,분식,11,273,2,3,2,4
443,예향정,6,155.0,46,8,35128.0,766.0,16200.0,한식,5,54,2,3,4,3
444,옛날장터치킨,4,110.0,45,0,7200.0,520.0,2839.0,치킨,11,1,3,3,2,2
445,한마음정육식당,39,165.0,46,13,46918.0,957.0,12573.0,한식,7,158,4,3,4,4
446,이동규인왔따쪽갈비,6,220.0,43,10,27933.0,2162.0,5910.0,한식,4,152,5,3,5,4
447,피제이(PJ)피자,6,143.0,44,26,30765.0,2233.0,5997.0,피자,17,58,4,3,4,3
448,바보스,17,165.0,45,2,3173.0,165.0,7084.0,치킨,10,247,3,3,2,4
449,자갈치브라더스,11,121.0,45,36,8919.0,549.0,3630.0,주점,4,512,5,3,5,5
450,국밥여행,9,110.0,45,19,6061.0,223.0,3015.0,한식,5,-168,1,3,5,1
451,흑화당,24,170.0,44,2,14783.0,787.0,7054.0,음료 (커피 외),4,-410,1,3,1,1
452,홍베이팡,0,330.0,45,10,3085.0,383.0,4325.0,제과제빵,5,83,3,3,1,3
453,카페원플러스원,3,187.0,45,1,6363.0,197.0,9095.0,커피,11,347,2,3,2,5
454,한가네숯불닭갈비,9,150.0,45,4,35780.0,1216.0,850.0,한식,10,8,3,3,2,2
455,망원동티라미수,33,220.0,42,40,20656.0,1016.0,9133.0,제과제빵,6,531,4,3,5,5
456,추오정,7,176.0,44,4,56264.0,726.0,21780.0,기타 외식,8,17,4,3,3,2
457,터치카페,8,550.0,42,5,4033.0,510.0,7150.0,커피,9,79,2,3,1,3
458,샤브마니아,2,165.0,44,28,87838.0,1373.0,13390.0,한식,8,209,5,3,4,4
459,달콤한닭강정,31,176.0,44,5,5362.0,453.0,1916.0,치킨,13,-240,1,3,1,1
463,에이바우트커피,33,275.0,42,17,42242.0,463.0,43900.0,커피,6,-4456,2,3,4,1
464,이웃집소녀떡볶이,2,190.0,43,2,16506.0,972.0,8840.0,분식,10,436,4,3,2,5
465,금화왕돈까스,16,131.0,44,34,49526.0,1039.0,10527.0,한식,6,1204,3,3,5,5
466,요달의찜닭,4,143.0,44,26,28138.0,1240.0,5082.0,한식,3,39,5,3,0,2
467,브레댄코(bread&co.DAILY-NEW),33,330.0,42,4,28499.0,1556.0,10460.0,제과제빵,42,-264,2,3,1,1
468,봉구통닭,24,176.0,42,21,20134.0,825.0,11033.0,치킨,5,108,4,3,1,3
469,아오리의행방불명,13,275.0,41,26,123888.0,2877.0,15520.0,일식,6,116,5,3,5,3
470,텀브커피,5,165.0,40,4,7893.0,570.0,7865.0,커피,7,267,3,3,2,4
471,화포식당,15,165.0,44,1,950.0,22.0,10450.0,기타 외식,7,130,2,3,2,3
472,착한쭝식,9,165.0,44,23,43675.0,1379.0,9836.0,중식,6,142,5,3,0,4
473,모모스테이크,39,176.0,43,2,27040.0,907.0,7900.0,서양식,15,123,2,3,1,3
474,700비어,8,176.0,43,1,14163.0,361.0,12951.0,주점,15,120,3,3,1,3
475,정성찬,15,165.0,41,12,30172.0,1701.0,8990.0,기타 외식,5,225,3,3,4,4
476,탐나종합어시장,7,154.0,43,29,139219.0,2758.0,10989.0,일식,5,975,4,3,5,5
477,오춘자비어,5,249.0,43,0,10094.0,496.0,6133.0,주점,9,53,4,3,2,3
478,돌배기집,281,165.0,42,7,59456.0,59456.0,10765.0,한식,29,78,4,3,4,3
479,가락동리어카포차,16,166.0,43,35,14110.0,14110.0,12235.0,주점,8,3276,1,3,1,5
480,김명자낙지마당,7,121.0,43,8,40528.0,1036.0,8495.0,한식,14,27,3,3,2,2
481,대마족발,2,150.0,42,14,32563.0,1168.0,6780.0,한식,9,89,4,3,4,3
482,맵도리탕,15,130.0,42,9,17807.0,1133.0,4454.0,한식,5,176,3,3,4,4
483,홍희통닭,9,110.0,42,5,3488.0,182.0,3366.0,치킨,11,-867,1,3,1,1
484,계경순대국,6,121.0,42,16,14121.0,723.0,5715.0,한식,8,942,3,3,3,5
486,할매손충무김밥,2,132.0,32,11,16187.0,1404.0,6160.0,분식,4,-189,1,3,0,1
487,계림원누릉지통닭구이,11,183.0,41,6,21065.0,744.0,9305.0,치킨,4,97,5,3,5,3
488,틈새라면,3,198.0,42,2,7431.0,741.0,4172.0,분식,11,161,3,3,2,4
489,화로상회,12,132.0,42,17,50152.0,1142.0,6985.0,기타 외식,6,91,5,3,5,3
490,커피명가,20,275.0,36,3,18239.0,406.0,19860.0,커피,19,140,3,3,3,4
491,빵장수단팥빵,55,220.0,36,2,22887.0,1198.0,10650.0,제과제빵,8,243,3,3,2,4
492,도이첸,16,275.0,36,7,9730.0,557.0,14855.0,패스트푸드,13,8758,1,3,1,5
493,교동면옥,26,19.0,42,7,94138.0,1066.0,27815.0,한식,7,783,3,3,4,5
494,사보텐,1133,500.0,2,0,12853.0,291.0,32520.0,일식,14,1498,1,3,2,5
495,타코비카페,6,38.0,40,25,8235.0,988.0,7283.0,음료 (커피 외),16,416,4,3,4,5
496,정직유부,13,225.0,42,29,26891.0,1978.0,6364.0,한식,4,73,5,3,5,3
497,그램그램,3,214.0,42,0,22251.0,482.0,16960.0,기타 외식,21,58,4,3,1,3
498,아리가또맘마,9,173.0,40,3,17485.0,898.0,5931.0,기타 외국식,7,19,2,3,2,2
499,커피사피엔스,2,176.0,40,29,13595.0,1536.0,6990.0,커피,3,232,2,3,0,4
500,아틀리에빈,13,220.0,41,2,13279.0,345.0,7980.0,커피,7,36,3,3,2,2
501,용호동낙지,44,184.0,38,8,47173.0,1158.0,14650.0,기타 외식,7,843,2,3,2,5
503,기소야,18,220.0,36,1,11586.0,304.0,16840.0,일식,34,93,2,3,2,3
504,승승,16,220.0,41,9,23881.0,663.0,13865.0,기타 외식,4,167,5,3,5,4
505,리얼펍,13,214.0,41,5,11966.0,415.0,9099.0,주점,9,2623,1,3,1,5
506,꼼보포차,3,176.0,39,5,27335.0,1282.0,5885.0,주점,9,18,3,3,2,2
510,아리스타,60,253.0,33,0,14810.0,1388.0,8932.0,커피,12,182,1,3,5,4
511,치킨퐁,10,176.0,20,2,17280.0,508.0,10346.0,치킨,4,-3629,2,3,5,1
512,쌈촌,6,158.0,40,1,24730.0,412.0,16280.0,기타 외국식,12,201,3,3,2,4
513,춘향골남원추어탕,16,165.0,40,1,37974.0,894.0,11973.0,한식,16,60,2,3,3,3
514,진미대왕통닭,1,132.0,38,8,16999.0,1363.0,3930.0,치킨,4,31,5,3,5,2
515,철인7호,22,165.0,40,21,22697.0,753.0,6965.0,치킨,5,514,3,3,4,5
516,샤브쌈주머니,8,154.0,39,4,46313.0,509.0,8750.0,한식,5,7,4,3,2,2
517,샤브보트,87,176.0,37,6,31852.0,1431.0,9453.0,한식,18,56,2,3,2,3
518,아이씨지(ICG),36,143.0,39,20,18621.0,1406.0,3510.0,치킨,16,183,3,3,3,4
519,개성집,6,170.0,39,3,32864.0,498.0,10230.0,기타 외식,9,1265,3,3,2,5
520,육장갈비,9,165.0,39,7,23679.0,492.0,12590.0,기타 외식,18,44,3,3,1,2
521,대구우야지막창,9,165.0,39,1,24286.0,653.0,8220.0,기타 외식,9,52,3,3,2,2
522,북촌삼대갈비,2,176.0,39,36,26548.0,648.0,7656.0,한식,15,-203,1,3,1,1
523,임창정의모서리족발,4,275.0,38,23,19501.0,772.0,7176.0,한식,6,-527,5,3,2,1
524,동원참치,923,220.0,39,1,53711.0,789.0,12825.0,일식,54,166,3,3,3,4
525,주민상회,9,198.0,39,1,15571.0,838.0,5610.0,주점,8,74,4,3,4,3
526,불난술집,8,150.0,39,10,19499.0,676.0,5915.0,기타 외식,6,69,1,3,1,3
527,19티(TEA),13,440.0,37,3,6822.0,545.0,6495.0,음료 (커피 외),16,112,4,3,1,3
528,길동우동,7,209.0,38,22,43741.0,2238.0,8175.0,기타 외식,6,436,4,3,4,5
529,명태어장,5,143.0,38,10,40952.0,1012.0,9130.0,한식,4,124,5,3,5,3
530,한모둠,17,173.0,38,0,30058.0,691.0,13009.0,한식,21,32,4,3,3,2
531,인정국물떡볶이,4,137.0,38,4,16647.0,1350.0,3983.0,분식,8,67,5,3,3,3
535,시루향기,5,176.0,38,0,28803.0,232.0,11265.0,한식,16,2743,2,3,1,5
536,달봉비어,3,187.0,38,0,14134.0,824.0,3905.0,주점,9,8,5,3,1,2
537,엉터리생고기,10,143.0,38,0,51191.0,1038.0,18870.0,기타 외식,12,28,3,3,2,2
539,풍국면,10,220.0,28,6,33516.0,1043.0,15300.0,기타 외식,7,-1038,1,3,2,1
540,내담대구탕해물갈비찜,9,143.0,38,4,6204.0,170.0,5335.0,한식,11,107,3,3,2,3
541,존슨부대찌개,6,148.0,38,5,15668.0,1687.0,7910.0,한식,8,58,3,3,2,3
542,김형제고기의철학,7,176.0,38,11,75773.0,1491.0,11170.0,한식,5,375,4,3,4,5
543,오부장치킨,4,140.0,37,3,17884.0,1032.0,2910.0,치킨,6,9,4,3,3,2
544,노걸대,16,110.0,37,5,23660.0,521.0,8205.0,한식,12,179,3,3,1,4
546,미사리밀빛초계국수,6,165.0,31,8,36115.0,753.0,8270.0,한식,11,128,3,3,2,3
547,혼밥대장,14,220.0,37,19,12778.0,960.0,11630.0,한식,5,159,4,3,4,4
548,팔팔핫도그,13,220.0,37,1,1438.0,170.0,2570.0,패스트푸드,7,646,2,3,4,5
549,스푼필라프,8,132.0,36,9,9041.0,1136.0,3850.0,서양식,7,215,4,3,4,4
550,도쿄라멘,6,165.0,37,4,8108.0,496.0,4963.0,일식,8,-120,1,3,1,1
551,화통삼,11,132.0,37,0,33411.0,860.0,9045.0,한식,11,151,1,3,1,4
555,마라하오,6,220.0,35,34,37843.0,5007.0,4370.0,중식,5,-3063,4,3,5,1
556,한나식빵,13,242.0,36,25,18013.0,1215.0,7925.0,제과제빵,6,1218,3,3,5,5
557,하늘보리피자,5,165.0,37,1,8067.0,702.0,5830.0,기타 외식,13,-122,5,3,3,1
558,동경야시장,25,198.0,36,1,24168.0,654.0,7956.0,주점,8,39,5,3,5,2
559,카페코지,4,275.0,36,35,6136.0,523.0,4940.0,커피,4,60,4,3,5,3
560,미정국수0410,281,201.0,35,10,35386.0,2258.0,8887.0,분식,29,78,4,3,4,3
561,치킨아이,6,115.0,36,0,14672.0,1274.0,2000.0,치킨,13,35,5,3,3,2
562,아딸,5,209.0,35,9,8397.0,762.0,8340.0,분식,15,56,1,3,2,3
564,포차고고(포차어게인),17,180.0,36,1,19694.0,461.0,8050.0,주점,17,309,3,3,2,4
565,아벡데프리츠,3,156.0,34,4,4322.0,367.0,4435.0,주점,12,53,4,3,2,3
566,라떼떼,15,158.0,36,14,4467.0,224.0,9610.0,커피,15,1277,2,3,3,5
567,갈비냉면,6,165.0,36,25,2538.0,196.0,3694.0,한식,5,20,5,3,4,2
568,보돌미역,8,187.0,36,7,39231.0,877.0,13755.0,기타 외식,3,9,4,3,0,2
569,산쪼메,12,198.0,35,3,21000.0,1217.0,10405.0,기타 외식,10,783,2,3,1,5
570,미쓰족발,24,165.0,35,2,30257.0,924.0,10282.0,기타 외식,10,89,5,3,1,3
571,카페일루이스,12,300.0,36,3,4680.0,229.0,20070.0,커피,14,5053,2,3,2,5
572,화화,22,132.0,36,4,47283.0,682.0,11428.0,기타 외식,11,270,3,3,2,4
573,피자플래넷,1,66.0,36,34,27940.0,2257.0,4247.0,서양식,3,130,5,3,0,3
574,구이구이쪽갈비,14,110.0,36,8,29783.0,4070.0,5050.0,한식,11,251,3,3,3,4
575,아이벗치킨,7,165.0,36,9,14019.0,1078.0,3610.0,치킨,9,347,5,3,4,5
576,통파이브,41,188.0,36,1,17059.0,516.0,8931.0,주점,8,115,4,3,4,3
577,베러먼데이,19,180.0,34,18,10852.0,642.0,6300.0,커피,5,722,4,3,5,5
578,한스(HANS),79,564.0,35,3,55190.0,1307.0,32740.0,제과제빵,13,229,4,3,4,4
579,날쌘카페,7,181.0,34,26,12605.0,1023.0,4510.0,커피,5,-742,3,3,5,1
583,파스토보이(pastoboy),37,165.0,35,16,20683.0,876.0,5007.0,서양식,5,754,4,3,5,5
587,지랄닭발,12,242.0,35,9,36847.0,2307.0,5830.0,치킨,4,98,5,3,5,3
591,갈통삼,17,159.0,35,1,14113.0,794.0,3675.0,한식,5,202,4,3,5,4
592,쌀똑핫도그,4,220.0,35,12,11144.0,1192.0,2970.0,제과제빵,6,253,3,3,3,4
593,놀부옛날통닭,233,165.0,33,9,6798.0,2266.0,6993.0,치킨,33,647,1,3,2,5
597,만년닭강정,9,55.0,35,12,23102.0,1519.0,5105.0,치킨,5,173,4,3,2,4
601,코코이찌방야,5295,157.0,13,1,26978.0,1017.0,8745.0,서양식,58,26,3,3,4,2
602,월남선생,4,176.0,35,0,7047.0,542.0,6184.0,기타 외식,7,269,1,3,1,4
603,미태리,7,198.0,35,14,32662.0,2079.0,9115.0,서양식,8,1734,5,3,1,5
604,열정분식소,9,180.0,35,4,19878.0,1140.0,7370.0,분식,5,281,4,3,5,4
605,모로미,19,275.0,35,4,25948.0,906.0,21180.0,주점,14,42,3,3,2,2
606,수철이네왕새우튀김,10,165.0,35,4,18506.0,1196.0,5223.0,분식,7,-558,1,3,2,1
607,본초맘죽,12,179.0,35,28,5629.0,464.0,3393.0,한식,16,297,4,3,4,4
608,보스턴오뎅,8,176.0,35,13,13362.0,780.0,11190.0,주점,8,168,4,3,2,4
609,문토스트,7,220.0,28,23,28822.0,1734.0,7780.0,기타 외식,6,537,5,3,3,5
610,왕빈자전통주막,18,110.0,34,18,20315.0,1175.0,4710.0,주점,5,317,4,3,4,4
611,교동전선생,2,180.0,34,0,31793.0,1050.0,9150.0,한식,13,-184,1,3,4,1
612,선술집모로미식당,51,220.0,34,15,20185.0,915.0,8570.0,기타 외식,14,90,2,3,4,3
613,정가대박집,6,165.0,34,0,45128.0,438.0,21540.0,한식,11,1,3,3,1,2
614,마성떡볶이,14,220.0,31,15,15132.0,1440.0,8130.0,분식,7,243,4,3,5,4
615,79네수육국밥,25,165.0,32,4,48710.0,923.0,11060.0,기타 외식,9,69,4,3,3,3
616,홍대돈부리,7,220.0,31,4,27217.0,1310.0,9625.0,일식,12,151,1,3,2,4
617,큰통치킨,6,110.0,34,1,5102.0,347.0,2222.0,치킨,12,0,4,3,1,1
619,돈까스짱,17,165.0,34,24,29693.0,2969.0,4534.0,기타 외식,4,211,5,3,5,4
620,쌀쌀맞은닭,13,157.0,34,7,13472.0,597.0,8584.0,치킨,15,126,4,3,4,3
621,1인용,10,110.0,33,16,25363.0,2046.0,4215.0,기타 외식,8,278,3,3,5,5
622,카페두다트,12,242.0,32,8,21102.0,478.0,18540.0,제과제빵,9,-320,1,3,1,1
623,멘야마쯔리,6,176.0,34,29,30554.0,1514.0,6160.0,일식,5,219,3,3,5,4
624,심할머니안흥찐빵만두,2,440.0,33,9,13016.0,1003.0,7345.0,분식,7,4,5,3,5,2
625,밥장인돼지찌개,6,176.0,33,11,18417.0,889.0,5690.0,한식,8,229,3,3,2,4
626,파파도나스,5,400.0,33,25,14497.0,1356.0,5900.0,제과제빵,3,125,5,3,0,3
630,쉐프밥버거,1,185.0,33,0,11152.0,971.0,3837.0,패스트푸드,8,299,5,3,5,4
631,크라상점,5,220.0,33,24,18480.0,438.0,6770.0,제과제빵,4,106,5,3,5,3
