,name,statff_cnt,cost_per_area,nums_of_franchisees,new_nums_of_franchisee,avr_sales,avr_sales_per_area,start_cost,category,year,debt_ratio,profit,fairness,growth,stability
635,내가진짜떡볶이다,7,176.0,33,11,31079.0,7578.0,5010.0,분식,3,-3946,2,3,0,1
639,달구지막창,54,73.0,33,2,10788.0,464.0,3270.0,기타 외식,15,201,3,3,3,4
640,강남교자,10,150.0,26,5,28508.0,1197.0,14030.0,기타 외식,8,-16647,2,3,2,1
644,일계양득,18,187.0,33,33,3403.0,207.0,7195.0,기타 외식,5,761,2,3,4,5
648,아리랑수제핫도그,38,264.0,27,3,5389.0,602.0,4370.0,제과제빵,9,-563,1,3,2,1
649,천안옛날호두과자,3,143.0,33,4,21900.0,572.0,6525.0,제과제빵,15,260,4,3,3,4
650,와라와라,6,220.0,27,0,46047.0,703.0,20220.0,주점,17,34,2,3,2,2
651,본초불닭발,12,143.0,33,7,4136.0,363.0,4335.0,치킨,16,297,4,3,4,4
652,두리아,4,145.0,33,6,11982.0,593.0,6349.0,치킨,5,6777,3,3,2,5
653,누들보쌈배달만족,10,165.0,33,42,18925.0,788.0,5348.0,한식,4,524,4,3,5,5
654,셰프리푸드트럭,14,198.0,29,12,28259.0,4192.0,3668.0,서양식,8,255,3,3,4,4
655,인디오븐,5,330.0,32,2,36909.0,2865.0,8780.0,제과제빵,8,233,2,3,1,4
656,명동할머니국수,3,165.0,31,2,15463.0,996.0,6898.0,분식,11,227,3,3,1,4
657,브런치앤다이닝37.5(Brunch&Dining37.5),6,220.0,30,12,45288.0,1145.0,11558.0,기타 외식,8,383,4,3,5,5
658,숙달돼지,0,168.0,31,3,42319.0,908.0,13010.0,기타 외식,6,979,1,3,3,5
659,돈오락쪽갈비,15,165.0,32,7,31470.0,1593.0,8585.0,한식,8,154,4,3,4,4
660,토대력,16,202.0,32,1,18525.0,945.0,6008.0,주점,35,126,5,3,4,3
661,육첩반상,16,198.0,11,3,35734.0,1503.0,11102.0,한식,8,280,4,3,3,4
662,떡담,12,150.0,30,0,26063.0,1081.0,12702.0,한식,14,246,2,3,1,4
663,핫브레드,17,210.0,20,12,41286.0,5024.0,17820.0,제과제빵,10,223,4,3,3,4
664,두꺼비로멘스,7,16.0,32,13,24975.0,626.0,5819.0,주점,7,54,5,3,4,3
665,미각양꼬치,5,165.0,32,0,14269.0,404.0,8220.0,기타 외국식,7,80,3,3,1,3
666,수유리혼밥왕,14,143.0,32,32,14625.0,829.0,3528.0,한식,8,53,5,3,5,3
667,토끼정,11,170.0,23,2,62408.0,972.0,17230.0,일식,8,12,2,3,2,2
671,얼큰이찌개마을,2,143.0,31,3,31029.0,1347.0,5588.0,기타 외식,14,28,5,3,1,2
672,맘스케익,4,157.0,31,4,8922.0,561.0,6745.0,제과제빵,4,-420,2,3,4,1
676,남도분식,15,200.0,12,11,23.0,1.0,10810.0,분식,6,763,2,3,3,5
677,야미가,3,248.0,31,7,39441.0,2116.0,6624.0,일식,6,266,4,3,4,4
678,카페아이엠티,8,242.0,28,3,15809.0,760.0,15480.0,커피,12,232,3,3,4,4
679,호떡당,8,306.0,30,9,6015.0,642.0,4168.0,분식,6,386,3,3,5,5
683,도둑고기,11,150.0,31,7,55610.0,1368.0,10115.0,한식,11,151,1,3,1,4
684,메콩타이,8,236.0,31,0,49330.0,1061.0,13521.0,기타 외국식,11,652,3,3,2,5
688,원당감자탕,3,154.0,31,3,18381.0,469.0,9100.0,기타 외식,19,-130,5,3,0,1
692,빨간모자피자,19,201.0,19,0,24567.0,1474.0,8018.0,피자,12,-374,1,3,3,1
694,베이크팡,17,385.0,29,4,14654.0,1404.0,8021.0,제과제빵,8,-482,1,3,1,1
695,홍대칼국수와족발,26,165.0,30,8,30816.0,1200.0,11390.0,한식,9,170,3,3,3,4
696,비에뜨반미,10,18.0,27,11,7074.0,546.0,4356.0,기타 외식,6,-307,1,3,4,1
697,굴마을낙지촌,15,143.0,30,4,32797.0,1043.0,8921.0,한식,11,287,3,3,2,4
698,육회본가,2,146.0,30,7,21366.0,1024.0,4950.0,한식,6,26,5,3,4,2
699,종로계림닭도리탕원조,10,165.0,30,20,30625.0,1267.0,2013.0,기타 외식,3,231,2,3,4,4
700,사이공본가,0,176.0,30,16,21281.0,1135.0,6226.0,기타 외국식,4,93,5,3,5,3
701,빅쭌부대찌개,13,165.0,19,2,24351.0,663.0,9295.0,기타 외식,5,835,2,3,2,5
702,명랑한찜닭,3,198.0,30,23,10011.0,567.0,6635.0,치킨,5,-133,1,3,4,1
703,더만족,1,165.0,30,2,18051.0,472.0,10190.0,한식,13,67,5,3,3,3
704,동경에서먹었던규동,2,220.0,27,9,19525.0,1556.0,6350.0,일식,3,337,4,3,0,4
705,빨간망토,23,165.0,29,32,12440.0,326.0,10615.0,분식,8,-142,1,3,0,1
706,매스커피,20,330.0,28,2,16873.0,947.0,12050.0,음료 (커피 외),10,472,3,3,3,5
707,새벽을여는시장사람들,10,176.0,30,0,42320.0,941.0,14835.0,주점,11,273,2,3,3,4
708,부엉이돈가스,4,209.0,28,4,34118.0,1214.0,22583.0,기타 외식,8,514,2,3,3,5
709,아재불닭발,10,66.0,30,18,21903.0,1405.0,2113.0,기타 외식,4,62,3,3,5,3
710,몬스터커피,2,220.0,30,9,19046.0,1676.0,5615.0,커피,4,55,5,3,5,3
711,리춘시장,281,170.0,28,23,55431.0,1219.0,12872.0,중식,29,78,4,3,4,3
712,에그박스,6,160.0,30,30,12221.0,1061.0,5750.0,기타 외식,8,-121,4,3,3,1
713,달봉치킨,11,165.0,30,11,14104.0,774.0,4070.0,치킨,6,4559,4,3,4,5
714,미분당,12,403.0,27,10,36641.0,2558.0,10092.0,기타 외국식,5,384,4,3,4,5
715,콩불,8,154.0,29,3,18585.0,705.0,7025.0,한식,13,184,2,3,1,4
719,족장,5,150.0,28,7,29608.0,1453.0,10130.0,한식,11,-149,4,3,4,1
720,스시웨이,2,159.0,29,9,34753.0,1168.0,10562.0,일식,11,26,2,3,2,2
724,배달돼지,2,165.0,29,6,20250.0,1820.0,4592.0,기타 외식,7,101,4,3,1,3
725,엔칙스치킨,8,440.0,28,22,16621.0,954.0,9000.0,치킨,4,-199,1,3,5,1
729,대식가2900,2,187.0,28,28,11003.0,376.0,10750.0,한식,5,116,5,3,4,3
730,빵사부식빵공방,2,220.0,29,2,16575.0,345.0,6955.0,제과제빵,4,-2996,1,3,1,1
731,떼루와,4,220.0,29,1,10192.0,977.0,5910.0,기타 외식,8,26,2,3,1,2
732,디초콜릿커피앤드,742,150.0,11,0,15081.0,477.0,8500.0,커피,18,120,2,3,3,3
733,따띠삼겹,8,210.0,27,16,24354.0,2673.0,3098.0,한식,4,355,4,3,4,5
734,탭플레이(TAPLAY),18,210.0,27,3,7299.0,591.0,6490.0,커피,8,-117,1,3,1,1
735,고기싸롱,10,176.0,28,28,82736.0,1936.0,11765.0,한식,11,133,3,3,4,3
736,모로미쿠시,51,198.0,28,4,22801.0,1454.0,9800.0,주점,14,90,4,3,4,3
737,맵꼬만명태,3,120.0,27,3,20645.0,737.0,6100.0,한식,20,148,4,3,1,4
738,신떡,2,143.0,28,1,10392.0,821.0,3939.0,분식,18,38,2,3,2,2
739,바보형제쭈꾸미,12,165.0,20,0,38095.0,517.0,15795.0,한식,9,11,3,3,2,2
740,하루비어,10,137.0,26,7,20378.0,718.0,9592.0,주점,7,331,2,3,2,4
741,무봤나촌닭,18,140.0,28,6,27967.0,1055.0,7701.0,치킨,12,4,3,3,2,2
742,목구멍,6,198.0,28,16,52142.0,1699.0,11055.0,한식,4,28,5,3,5,2
743,대동국수,16,253.0,28,0,20101.0,843.0,19360.0,한식,11,3,5,3,4,2
744,뽕잎사랑샤브칼국수보쌈냉면,10,120.0,28,2,30940.0,694.0,12357.0,기타 외식,18,159,2,3,2,4
745,크앙분식,14,132.0,28,24,10033.0,661.0,5635.0,분식,5,159,4,3,4,4
746,두드림치킨,6,165.0,28,3,17282.0,525.0,3810.0,치킨,10,143,4,3,1,4
747,깐깐한족발,9,165.0,28,5,110556.0,3202.0,9960.0,기타 외식,7,40,5,3,4,2
748,상문이두마리숯불양념치킨,4,110.0,27,4,13300.0,651.0,2855.0,치킨,17,755,4,3,2,5
749,허니빈스(HoneyBean's),5,253.0,22,4,8020.0,322.0,14140.0,커피,11,106,4,3,2,3
750,피자이탈리,6,220.0,28,28,31422.0,1994.0,5280.0,피자,3,426,4,3,5,5
751,아이러브피자,4,143.0,28,1,10614.0,929.0,4600.0,피자,8,276,3,3,3,4
752,방가네소고기국밥수육,12,143.0,28,26,5727.0,241.0,5984.0,한식,16,297,4,3,4,4
753,광명대창집,26,143.0,28,25,57086.0,2552.0,10015.0,기타 외식,7,292,4,3,5,4
754,곤트란쉐리에,91,275.0,20,3,70172.0,1071.0,31050.0,제과제빵,9,-783,1,3,1,1
755,앗싸곱창,4,165.0,28,2,24569.0,1476.0,3775.0,기타 외식,18,28,4,3,4,2
756,노가리슈퍼,4,198.0,27,5,20366.0,1264.0,6437.0,주점,7,52,3,3,3,3
757,툴스돈카츠,2,165.0,28,20,14426.0,593.0,6562.0,기타 외식,11,151,5,3,5,4
758,통달배,5,165.0,28,24,10797.0,722.0,2912.0,한식,5,-170,1,3,2,1
759,주커피,2,220.0,27,0,11383.0,218.0,23765.0,커피,11,-407,1,3,1,1
763,곽만근갈비탕,7,176.0,27,3,57816.0,992.0,16604.0,한식,9,482,3,3,1,5
767,한뚝수육국밥,6,132.0,27,3,45041.0,1120.0,7770.0,한식,5,365,3,3,3,5
771,델리커리(DELHICURRY),26,220.0,22,8,23601.0,727.0,13665.0,기타 외식,8,25908,1,3,3,5
775,치킨선생,8,132.0,27,9,18549.0,1752.0,3764.0,치킨,3,272,4,3,0,4
776,얌스,16,187.0,27,2,31488.0,1942.0,5635.0,기타 외식,9,299,3,3,3,4
777,무공돈까스,17,176.0,27,26,47011.0,1839.0,9174.0,분식,4,-455,1,3,0,1
778,승승삼겹,1,220.0,27,9,21732.0,725.0,12030.0,기타 외식,10,593,3,3,2,5
779,유케야,2,198.0,27,11,23881.0,1092.0,10450.0,한식,5,26,5,3,2,2
780,마미쿡,19,198.0,27,19,6442.0,461.0,11860.0,패스트푸드,17,162,1,3,2,4
781,베트남노상식당,15,220.0,26,4,20583.0,818.0,5898.0,기타 외국식,8,302,3,3,2,4
782,국대후라이드치킨,8,281.0,26,26,10393.0,868.0,5680.0,치킨,6,-133,1,3,5,1
783,샤이바나,48,220.0,24,17,29223.0,926.0,16360.0,서양식,17,225,1,3,1,4
784,팬도로시,18,300.0,13,0,6165.0,168.0,13370.0,커피,12,-1037,2,3,1,1
785,도스마스,8,220.0,26,1,7842.0,413.0,6800.0,기타 외국식,11,248,3,3,1,4
786,봉대박스파게티,4,176.0,27,0,16776.0,480.0,14165.0,서양식,10,-210,4,3,2,1
787,야들리애,11,176.0,26,5,15148.0,712.0,12422.0,치킨,15,143,3,3,3,4
788,태권치킨,5,198.0,27,11,17988.0,761.0,8505.0,치킨,4,307,4,3,5,4
789,브라더꽈배기,8,165.0,17,11,10740.0,1243.0,3520.0,분식,5,171,3,3,4,4
790,백년회관서서갈비,23,181.0,25,8,49535.0,767.0,22855.0,기타 외식,11,124,2,3,2,3
791,부대통령뚝배기,4,132.0,27,0,13812.0,681.0,5940.0,한식,5,104,4,3,2,3
792,전주남문조춘자토종피순대국,28,110.0,27,2,20533.0,557.0,7210.0,한식,10,434,1,3,4,5
793,미니펍,3,176.0,27,6,11118.0,699.0,6790.0,주점,10,-236,5,3,4,1
794,닥터쥬스(DR.JUICE),6,250.0,26,26,6212.0,742.0,4030.0,음료 (커피 외),10,-225,1,3,5,1
795,화덕구이족보통,13,176.0,27,21,11504.0,652.0,4473.0,한식,9,-265,4,3,4,1
796,25센치,6,165.0,25,12,25287.0,812.0,6930.0,일식,4,-225,1,3,4,1
797,단골손님,2,165.0,27,7,45530.0,719.0,1300.0,주점,4,104,5,3,3,3
806,포차끝판왕,8,165.0,27,0,101933.0,1051.0,16525.0,기타 외식,5,186,4,3,4,4
807,남도복국,5,165.0,24,13,30512.0,810.0,10422.0,한식,5,385,4,3,5,5
808,다기야,3,209.0,26,0,11712.0,374.0,11240.0,기타 외식,11,87,3,3,2,3
812,접시꽃보쌈,8,176.0,26,4,52880.0,1038.0,15353.0,한식,10,-311,1,3,1,1
816,타코비,6,120.0,23,2,8216.0,1111.0,4540.0,기타 외식,5,371,1,3,2,5
820,치킨89(치킨팔구),4,143.0,26,6,16284.0,1375.0,4065.0,치킨,8,152,3,3,4,4
824,킹스꼬마김밥,1,165.0,25,25,16930.0,1310.0,3792.0,분식,4,36,5,3,5,2
825,치킨삼파전,6,110.0,26,5,11215.0,728.0,2862.0,치킨,18,286,4,3,2,4
826,신만용신가네매운떡볶이,2,220.0,26,0,13244.0,766.0,7315.0,분식,10,5,5,3,3,2
827,백종원의원조쌈밥집,281,170.0,25,2,52988.0,1043.0,11712.0,한식,29,78,4,3,4,3
828,대독장,6,130.0,26,3,29103.0,1009.0,11110.0,한식,8,-146,1,3,2,1
848,멘무샤,14,231.0,26,2,20400.0,893.0,10390.0,기타 외식,20,90,2,3,1,3
849,도토리편백집,5,170.0,25,7,31684.0,854.0,16050.0,한식,6,-242,1,3,4,1
850,피치버'S,2,176.0,26,14,19229.0,991.0,3820.0,패스트푸드,5,84,5,3,4,3
851,미스터오징어,13,150.0,25,3,46258.0,1299.0,9850.0,한식,6,35,2,3,2,2
852,더베이크,14,550.0,22,11,17602.0,1064.0,10340.0,제과제빵,14,-180,1,3,2,1
853,백곱식당,2,165.0,26,22,43025.0,2206.0,7065.0,한식,4,38,5,3,5,2
854,피자2001,9,100.0,26,0,17412.0,780.0,4970.0,피자,10,-891,2,3,1,1
855,개념떡볶이,28,154.0,25,23,7908.0,635.0,4082.0,분식,9,263,3,3,3,4
856,강창구찹쌀진순대,15,154.0,23,0,43732.0,1051.0,9940.0,기타 외식,10,-168,2,3,5,1
857,고씨네,23,187.0,22,13,16994.0,841.0,8660.0,일식,8,-220,1,3,5,1
863,닐리,5,220.0,25,0,38382.0,1889.0,10560.0,서양식,14,196,3,3,3,4
867,해초과메기,2,165.0,25,1,3250.0,215.0,5513.0,기타 외식,6,10720,4,3,4,5
871,동춘돌곱창,6,165.0,25,24,11225.0,894.0,6715.0,한식,8,-1539,2,3,5,1
872,고돼지,8,121.0,25,15,37462.0,3051.0,4060.0,기타 외식,5,74,5,3,4,3
873,링코(RINKO),1,440.0,25,6,43180.0,456.0,51100.0,주점,7,1063,1,3,1,5
877,호아빈,14,227.0,25,3,26519.0,807.0,13315.0,기타 외국식,20,90,2,3,1,3
878,삼칠포차,2,132.0,25,12,27902.0,566.0,9075.0,주점,7,15,4,3,1,2
882,달봉감자,1,231.0,25,0,12000.0,809.0,5230.0,주점,10,3798,1,3,1,5
883,월남쌈김상사,8,165.0,25,1,35840.0,452.0,14895.0,기타 외식,14,29,4,3,2,2
884,케이엠엘리갤러리카페,6,220.0,25,8,13926.0,669.0,10450.0,커피,8,55,5,3,5,3
888,빈스킹토스트,3,33.0,25,4,5055.0,488.0,5555.0,제과제빵,5,32,4,3,2,2
892,밀회관,9,220.0,25,17,26844.0,1012.0,7673.0,주점,7,19,2,3,2,2
893,세광교대이층집,21,220.0,23,0,87251.0,1473.0,17100.0,기타 외식,7,117,4,3,4,3
894,이태리면가게,5,250.0,25,19,20111.0,1611.0,3300.0,서양식,4,424,3,3,5,5
895,베이글카페,3,198.0,22,7,7283.0,461.0,8230.0,제과제빵,8,-192,2,3,4,1
896,오정은A김밥,4,264.0,24,4,24512.0,1399.0,9471.0,분식,9,-371,3,3,2,1
897,카페플로린,3,473.0,24,0,9787.0,1030.0,9870.0,기타 외식,13,88,3,3,2,3
898,김봉남포장마차,2,176.0,17,7,23719.0,1016.0,7295.0,주점,12,-284,1,3,5,1
899,안심치킨,15,330.0,24,5,9111.0,450.0,10695.0,치킨,15,1277,2,3,3,5
900,모모야,19,154.0,18,8,23699.0,1562.0,7240.0,기타 외식,8,129,1,3,3,3
901,MH백년수갈비,24,165.0,24,8,24892.0,498.0,10950.0,기타 외식,9,130,4,3,1,3
902,햇살다이어트,14,253.0,24,0,20678.0,370.0,23100.0,치킨,18,52,2,3,1,2
906,코리안덕,2,99.0,24,0,2811.0,106.0,4774.0,기타 외식,13,3,5,3,1,2
907,온센,6,275.0,22,19,50610.0,2354.0,8770.0,일식,4,962,4,3,5,5
908,촌칭구짬뽕,2,99.0,24,0,20239.0,720.0,7265.0,중식,9,444,3,3,1,5
909,행컵,6,330.0,23,6,23158.0,2567.0,6050.0,분식,8,405,4,3,3,5
910,쫄탁,4,220.0,24,1,3373.0,278.0,3655.0,치킨,18,-430,3,3,2,1
911,삼송빵집,18,220.0,11,4,95452.0,2126.0,15140.0,제과제빵,8,327,3,3,4,4
912,저스트텐동,11,247.0,24,24,54573.0,2616.0,11305.0,일식,3,-377,1,3,0,1
913,123막창,18,132.0,22,6,27482.0,666.0,9350.0,한식,4,13,3,3,3,2
914,일공공샤브,8,187.0,23,8,36615.0,527.0,18540.0,기타 외국식,4,1090,2,3,5,5
918,만족오향족발,30,165.0,22,4,33206.0,1252.0,20595.0,한식,13,2214,3,3,1,5
919,맛나슈퍼,2,99.0,24,1,17638.0,610.0,4070.0,기타 외식,9,89,4,3,4,3
920,케리홈치킨,1,131.0,24,0,9125.0,935.0,3085.0,치킨,24,0,4,3,3,1
921,회장님댁,1,220.0,22,17,4312.0,232.0,13447.0,주점,7,1288,4,3,5,5
922,카페리빈,27,198.0,16,1,10416.0,437.0,7925.0,커피,30,1945,2,3,2,5
923,핵스테이크,17,198.0,17,3,20079.0,892.0,6350.0,기타 외국식,7,196,3,3,2,4
924,세븐치킨,3,143.0,23,15,13693.0,784.0,3685.0,치킨,4,0,5,3,5,2
925,소노야,18,187.0,22,4,13821.0,963.0,7155.0,일식,34,93,2,3,2,3
926,궁채,6,242.0,23,3,28982.0,987.0,20540.0,한식,4,329,4,3,0,4
927,삼대족발,6,150.0,21,12,52553.0,1201.0,9936.0,한식,3,365,3,3,0,5
928,치킨주막,6,130.0,23,0,11357.0,570.0,4950.0,치킨,11,111,3,3,2,3
929,94번가,6,154.0,22,1,18325.0,644.0,10945.0,치킨,9,251,2,3,1,4
930,밀숲,24,308.0,22,1,31499.0,1684.0,17189.0,기타 외식,10,250,3,3,3,4
934,고로케쿡,5,242.0,10,1,10330.0,1207.0,5380.0,제과제빵,13,596,3,3,3,5
935,삼백집,6,176.0,22,0,28945.0,785.0,18845.0,한식,14,2,4,3,1,2
936,찐분식,35,100.0,23,33,1422.0,39.0,3563.0,분식,6,979,1,3,1,5
937,후라이드바삭킹,5,143.0,23,13,18826.0,1498.0,3080.0,치킨,5,57,4,3,4,3
938,첨단돌솥감자탕,7,198.0,22,1,48603.0,1208.0,13315.0,한식,7,233,4,3,4,4
942,블레드,4,143.0,23,22,7366.0,373.0,3290.0,치킨,7,-150,1,3,1,1
943,본설렁탕,152,209.0,23,9,25667.0,1012.0,9240.0,한식,19,396,3,3,3,5
944,치킨이즈백,3,154.0,23,23,5776.0,210.0,4405.0,치킨,3,492,4,3,0,5
945,꼬꼬씨참숯불닭갈비,3,165.0,23,6,5546.0,215.0,7615.0,기타 외식,8,63,3,3,1,3
946,빈체로,16,150.0,22,1,32784.0,898.0,9140.0,서양식,10,75,4,3,3,3
947,미다래,10,275.0,22,3,5248.0,361.0,6490.0,한식,10,39,2,3,2,2
948,해두리치킨,4,120.0,23,6,22862.0,1146.0,3700.0,치킨,12,93,3,3,3,3
949,버들골이야기,3,132.0,23,0,29349.0,1442.0,15591.0,주점,16,-4129,2,3,1,1
950,눈물떡볶이,5,145.0,23,10,14956.0,1235.0,4753.0,분식,7,210,3,3,2,4
954,신기소,18,198.0,22,2,14895.0,536.0,13100.0,일식,34,93,2,3,2,3
955,조가네갑오징어,10,165.0,20,1,39811.0,879.0,11200.0,한식,9,112,3,3,4,3
956,유천냉면,4,220.0,22,4,23822.0,747.0,14478.0,기타 외식,13,67,2,3,4,3
960,곰작골나주곰탕,3,150.0,16,3,46972.0,1398.0,9680.0,한식,6,111,3,3,1,3
961,육전국밥,12,220.0,22,11,36191.0,1004.0,13475.0,한식,13,251,2,3,3,4
962,삼겹싸롱,9,143.0,22,0,50311.0,1175.0,9182.0,한식,11,24,4,3,2,2
966,탄탄면공방,52,297.0,14,4,24585.0,1658.0,11020.0,분식,8,69,1,3,1,3
970,경양카츠,18,247.0,22,17,51978.0,2296.0,11245.0,일식,4,277,5,3,5,4
971,착한막창,3,132.0,22,10,12476.0,329.0,5775.0,한식,4,240,5,3,4,4
972,화통치킨,3,143.0,22,0,7629.0,476.0,4985.0,치킨,9,42,4,3,0,2
976,원유로스페셜티커피,7,348.0,21,21,7069.0,573.0,8165.0,커피,3,165,5,3,0,4
977,멘야산다이메,5,242.0,22,4,51312.0,3056.0,13195.0,일식,7,-830,1,3,1,1
978,마라공방,8,187.0,22,22,32529.0,1352.0,9366.0,중식,4,149,4,3,0,4
979,외계인방앗간,15,250.0,22,5,31278.0,1620.0,14600.0,제과제빵,8,2654,1,3,1,5
980,주구장창석쇠불판,1,150.0,22,3,17066.0,1120.0,7195.0,한식,11,46,5,3,2,2
981,꽈배기친구들,7,132.0,22,12,8399.0,758.0,3763.0,제과제빵,5,985,5,3,5,5
982,피자빅,17,143.0,22,5,47448.0,2828.0,4555.0,피자,11,84,3,3,3,3
983,와촌식육식당,7,143.0,20,0,32687.0,753.0,11107.0,한식,7,1473,2,3,2,5
984,동서네낙지,7,88.0,21,3,29048.0,739.0,6658.0,한식,5,34,5,3,5,2
985,엉클부대찌개,4,154.0,22,3,21625.0,602.0,7305.0,기타 외식,7,233,2,3,3,4
986,모캄보,6,209.0,21,1,12752.0,234.0,15040.0,커피,7,242,4,3,2,4
987,제주애한판,4,99.0,22,7,40385.0,1012.0,9000.0,한식,12,241,3,3,3,4
988,테그42(TEgg.42),7,253.0,20,16,11318.0,831.0,8263.0,기타 외식,3,294,5,3,0,4
989,오롯이닭요리,29,143.0,22,27,10775.0,323.0,7895.0,기타 외식,9,111,2,3,3,3
990,로얄자카르타,5,165.0,22,5,20851.0,524.0,9055.0,주점,6,53,1,3,1,3
991,아메리칸에그샌드,12,660.0,15,7,15085.0,1401.0,8759.0,기타 외식,6,125,4,3,4,3
992,예다손,61,165.0,21,0,19909.0,1098.0,9855.0,기타 외식,16,53,3,3,4,3
993,피맥하우스,2,220.0,21,4,25941.0,1031.0,8560.0,피자,4,9,4,3,5,2
994,풍년제과,22,280.0,18,1,14410.0,889.0,11500.0,제과제빵,18,195,3,3,2,4
995,브라더오뎅,1,187.0,21,3,13331.0,878.0,4920.0,주점,8,98,5,3,3,3
999,맛젤치킨,17,110.0,21,0,25203.0,1560.0,3170.0,치킨,14,570,2,3,2,5
1003,손문대구막창갈매기살,5,165.0,21,1,8460.0,319.0,11407.0,한식,12,5,4,3,2,2
1007,별법동태탕왕해물찜,9,143.0,21,0,10980.0,334.0,5335.0,한식,11,107,3,3,2,3
1011,소풍경,3,198.0,21,20,22563.0,2051.0,5820.0,분식,5,1009,3,3,5,5
1012,발빠닭,4,165.0,21,9,19015.0,915.0,4325.0,한식,8,102,4,3,4,3
1016,여우愛,22,220.0,20,13,21222.0,1545.0,6240.0,분식,21,71,3,3,4,3
1020,하코야,381,198.0,19,0,17304.0,957.0,8472.0,일식,16,57,2,3,4,3
1021,포트리스,2,165.0,21,0,26378.0,1655.0,7680.0,기타 외국식,5,244,4,3,4,4
1025,애플김밥,8,187.0,21,0,23443.0,1206.0,6325.0,분식,12,291,4,3,3,4
1026,마포곱창,8,132.0,21,7,38899.0,1651.0,4700.0,주점,9,155,4,3,4,4
1027,마당쇠껍데기와소금구이,14,165.0,20,1,8050.0,370.0,5722.0,한식,15,17,2,3,2,2
1028,스노우마운틴,18,264.0,10,0,9306.0,381.0,13900.0,아이스크림/빙수,13,175,1,3,2,4
1029,서가원김밥,65,275.0,18,1,13625.0,851.0,6050.0,한식,17,1292,2,3,3,5
1030,金太郞,13,220.0,21,0,26059.0,927.0,13260.0,일식,7,205,3,3,2,4
1031,젠틀래빗,10,187.0,21,22,40310.0,822.0,18090.0,주점,14,129,4,3,4,3
1032,용가마순대,3,160.0,21,0,18303.0,494.0,4980.0,한식,17,231,2,3,5,4
1033,파-닭에파무쳐,14,55.0,21,0,21394.0,1395.0,2090.0,치킨,14,486,3,3,3,5
1034,뚱보집부산양대창,12,293.0,21,24,953.0,953.0,6952.0,기타 외식,5,65,2,3,4,3
1035,제이브이엘(JVL)부대찌개,28,181.0,12,4,2041.0,584.0,10537.0,한식,8,-203,1,3,2,1
1036,안성깍뚜기,8,154.0,21,6,38687.0,1254.0,8160.0,한식,4,95,5,3,5,3
1037,별난아재맥주,5,176.0,21,20,13059.0,636.0,6070.0,주점,6,515,2,3,3,5
1038,25카츠,27,198.0,20,2,30708.0,1423.0,8230.0,일식,11,-2841,2,3,5,1
1039,피자명,4,165.0,21,0,10009.0,689.0,6195.0,피자,7,0,2,3,1,1
1040,해피오네치킨,5,132.0,20,1,9206.0,657.0,2320.0,치킨,10,-344,1,3,1,1
1044,수준이다른몬스터떡볶이,5,132.0,20,23,9754.0,856.0,3050.0,분식,4,175,2,3,0,4
1045,갈매기먹짱,3,110.0,20,0,12111.0,452.0,7690.0,기타 외식,9,-237,1,3,1,1
1049,하나야끼,11,220.0,19,13,14097.0,2063.0,2970.0,일식,7,299,3,3,0,4
1053,오공복이,7,209.0,20,4,24096.0,1356.0,7562.0,기타 외식,6,962,1,3,2,5
1057,빠레뜨한남,20,165.0,18,13,60989.0,1918.0,10595.0,서양식,4,351,5,3,5,5
1058,뼈큰감자탕,15,171.0,20,6,34664.0,1868.0,16450.0,한식,9,465,3,3,4,5
1062,개구리반찬,15,165.0,13,2,11203.0,844.0,4930.0,기타 외식,9,755,1,3,2,5
1066,두리맛감자탕,3,132.0,20,1,46362.0,846.0,10970.0,한식,11,52,2,3,3,3
1070,김둘레순대국,37,187.0,15,2,45744.0,1642.0,7945.0,한식,9,25,4,3,3,2
1074,홍콩다방,1,240.0,20,18,18071.0,2056.0,8380.0,음료 (커피 외),3,30,2,3,0,2
1075,피자브라더스,10,110.0,20,6,30628.0,2253.0,4240.0,피자,7,321,2,3,4,4
1079,베브릿지,12,330.0,15,3,12420.0,651.0,11204.0,기타 외식,8,477,3,3,2,5
1080,남자피자,7,156.0,20,2,25392.0,2582.0,7280.0,피자,8,1455,3,3,3,5
1081,OB베어,5,170.0,20,2,12937.0,1010.0,4420.0,주점,9,89,4,3,1,3
1082,최군맥주,11,256.0,20,3,10337.0,723.0,6765.0,주점,10,194,2,3,1,4
1083,꿀닭,16,176.0,20,0,4749.0,580.0,5075.0,치킨,10,247,3,3,2,4
1084,성경만두요리전문점,5,154.0,20,1,29080.0,517.0,13925.0,한식,9,1088,2,3,2,5
1085,로라방앗간,6,198.0,20,5,18092.0,1592.0,4802.0,분식,7,-652,1,3,5,1
1086,공씨네주먹밥,14,253.0,18,0,4828.0,508.0,5738.0,분식,14,599,1,3,1,5
1087,플젠PLZEN,4,176.0,20,0,23164.0,651.0,9528.0,주점,17,61,1,3,1,3
1088,장패(JANGPAE),1,237.0,19,0,24161.0,663.0,12126.0,한식,11,72,4,3,1,3
1089,조코만삼겹떡볶이,1,110.0,17,8,14491.0,1344.0,2876.0,분식,7,151,5,3,4,4
1090,수맥집,3,180.0,20,5,11634.0,527.0,4100.0,주점,6,61,5,3,4,3
1091,샵도쿄시장,2,165.0,20,12,51551.0,1259.0,8460.0,주점,3,241,4,3,0,4
