,brand,category,cost,year,debt_ratio,profit,fairness,growth,stability
450,토시래,기타 외식,14500.0,13,25,2,3,1,2
451,국제통닭,치킨,4306.0,4,94,5,3,5,3
452,가르텐호프앤레스트,주점,11875.0,4,-3629,2,3,5,1
453,우메마루,분식,4490.0,16,237,3,3,2,4
454,김순덕원조부안집,한식,8310.0,4,166,5,3,5,4
455,오떡,분식,5440.0,7,175,3,3,2,4
456,백스비어,주점,8135.0,29,78,4,3,4,3
457,마시내탕수육짜장,중식,6425.0,11,756,3,3,3,5
458,못말리는파닭,치킨,4590.0,18,972,5,3,1,5
459,닭장수후라이드和,치킨,3342.0,4,390,1,3,5,5
460,징기스,기타 외식,10103.0,10,8,4,3,1,2
461,신나게쌈빠찹쌀강정,기타 외식,2740.0,3,117,5,3,5,3
462,오니기리와이규동,기타 외식,1608.0,13,76,2,3,2,3
463,목우촌웰빙마을,기타 외식,10757.0,17,86,3,3,4,3
464,수타피자,피자,3795.0,11,22,4,3,4,2
465,포베이(PhoBay),기타 외식,17800.0,21,226,2,3,2,4
466,종국이두마리치킨,치킨,1740.0,15,29,3,3,2,2
467,블럭제빵소,제과제빵,7914.0,6,87,3,3,3,3
468,김밥일번지,분식,9676.0,8,239,3,3,2,4
469,구구족,한식,5780.0,3,-466,1,3,0,1
470,야들리애치킨,치킨,6075.0,33,82,2,3,4,3
471,오사카부루스,주점,5819.0,7,54,5,3,4,3
472,세광양대창,기타 외식,20140.0,7,117,4,3,4,3
473,정성신더큰도시락,한식,5425.0,10,-174,1,3,1,1
474,국대떡볶이,분식,6982.0,6,-133,1,3,5,1
475,굿맘할매순대국&양선지해장국,한식,6521.0,7,229,3,3,2,4
476,우가양평해장국,한식,7096.0,17,268,2,3,4,4
477,명동칼국수샤브샤브,한식,11550.0,17,29,2,3,1,2
478,커피나무,커피,10200.0,9,-2194,1,3,2,1
479,싸다김밥,분식,10200.0,17,-1158,5,3,4,1
480,울엄마,한식,7650.0,8,205,3,3,3,4
481,한옥마을전주비빔밥,한식,11385.0,7,279,2,3,1,4
482,미카도스시,일식,13150.0,7,435,4,3,5,5
483,브이에프씨치킨파티(VFC치킨파티),치킨,1355.0,12,-332,4,3,1,1
484,호우양꼬치,기타 외국식,7890.0,9,-147,5,3,2,1
485,히노아지,일식,7560.0,21,84,4,3,3,3
486,개미집,한식,16600.0,9,-115,1,3,2,1
487,제육대가,기타 외식,2695.0,4,59,5,3,0,3
488,촌댁맥주,주점,6680.0,3,21,5,3,0,2
489,순곱이네,기타 외식,6448.0,7,88,3,3,4,3
490,잭아저씨족발&보쌈,한식,5935.0,5,38,4,3,3,2
491,비어캐빈,주점,10550.0,22,-120,5,2,2,1
492,핵밥,기타 외국식,8083.0,7,196,3,3,2,4
493,신룽푸마라탕,중식,6863.0,4,371,4,3,4,5
494,밀러타임(MILLER,주점,11377.0,20,6,1,3,2,2
495,비엔나커피하우스,커피,16760.0,10,344,2,3,2,5
496,참치라이더,기타 외식,5689.0,5,982,3,3,4,5
497,호미빙,아이스크림/빙수,10290.0,9,64,5,3,5,3
498,인기명,기타 외식,11465.0,8,26,3,3,3,2
499,정아니의불타는여고24시떡볶이,분식,5505.0,3,1881,2,3,3,5
500,쌀눈쌀,한식,1970.0,7,135,3,3,1,4
501,꿀스커피GGUL'S,커피,4920.0,5,546,4,3,3,5
502,정아니의불타는여고24시떡볶이,분식,5505.0,3,1881,2,3,3,5
503,쏭스클럽핫도그,기타 외식,4950.0,9,2730,2,3,2,5
504,다가치통닭,치킨,4395.0,4,489,2,3,5,5
505,바우네,한식,7098.0,11,134,3,3,2,3
506,오복미역,한식,17275.0,8,25,4,3,1,2
507,쪽갈비전문점,기타 외식,6605.0,11,135,2,3,3,3
508,수피자,피자,3630.0,7,60,3,3,4,3
509,밥도둑,한식,3005.0,5,195,5,3,5,4
510,황기순의칼국수&돈까스,분식,7205.0,11,273,2,3,2,4
511,예향정,한식,16200.0,5,54,2,3,4,3
512,엘가커피,커피,19440.0,9,664,3,3,5,5
513,옛날장터치킨,치킨,2839.0,11,1,3,3,2,2
514,한마음정육식당,한식,12573.0,7,158,4,3,4,4
515,이동규인왔따쪽갈비,한식,5910.0,4,152,5,3,5,4
516,피제이(PJ)피자,피자,5997.0,17,58,4,3,4,3
517,어처구니없는두릉도원북촌순두부,기타 외식,1952.0,12,233,4,3,4,4
518,바보스,치킨,7084.0,10,247,3,3,2,4
519,자갈치브라더스,주점,3630.0,4,512,5,3,5,5
520,국밥여행,한식,3015.0,5,-168,1,3,5,1
521,흑화당,음료 (커피 외),7054.0,4,-410,1,3,1,1
522,홍베이팡,제과제빵,4325.0,5,83,3,3,1,3
523,카페원플러스원,커피,9095.0,11,347,2,3,2,5
524,씨앤푸드스토리,분식,2620.0,12,228,2,3,1,4
525,커버스토리,기타 외식,4280.0,12,66,3,3,1,3
526,한가네숯불닭갈비,한식,850.0,10,8,3,3,2,2
527,망원동티라미수,제과제빵,9133.0,6,531,4,3,5,5
528,로티맘,제과제빵,8178.0,15,843,2,3,2,5
529,추오정,기타 외식,21780.0,8,17,4,3,3,2
530,크랩비,한식,9000.0,10,7,3,3,5,2
531,터치카페,커피,7150.0,9,79,2,3,1,3
532,샤브마니아,한식,13390.0,8,209,5,3,4,4
533,달콤한닭강정,치킨,1916.0,13,-240,1,3,1,1
534,맛있는,한식,11670.0,4,85,5,3,0,3
535,에이바우트커피,커피,43900.0,6,-4456,2,3,4,1
536,모노치즈(Mono,기타 외식,6060.0,10,554,4,3,3,5
537,이웃집소녀떡볶이,분식,8840.0,10,436,4,3,2,5
538,금화왕돈까스,한식,10527.0,6,1204,3,3,5,5
539,요달의찜닭,한식,5082.0,3,39,5,3,0,2
540,브레댄코(bread&co.DAILY-NEW),제과제빵,10460.0,42,-264,2,3,1,1
541,봉구통닭,치킨,11033.0,5,108,4,3,1,3
542,캔모아(canmore),아이스크림/빙수,6108.0,20,72,1,3,1,3
543,아오리의행방불명,일식,15520.0,6,116,5,3,5,3
544,텀브커피,커피,7865.0,7,267,3,3,2,4
545,화포식당,기타 외식,10450.0,7,130,2,3,2,3
546,콩꼬물,한식,18203.0,10,50,5,3,5,2
547,착한쭝식,중식,9836.0,6,142,5,3,0,4
548,달리는,기타 외식,4180.0,3,224,4,3,0,4
549,모모스테이크,서양식,7900.0,15,123,2,3,1,3
550,크랩비,한식,9000.0,10,7,3,3,5,2
551,달콤한닭강정,치킨,1916.0,13,-240,1,3,1,1
553,쉬즈베이글,기타 외식,5489.0,5,131,4,3,4,3
554,700비어,주점,12951.0,15,120,3,3,1,3
555,정성찬,기타 외식,8990.0,5,225,3,3,4,4
556,크래프트한스(Craft,주점,8385.0,8,514,2,3,1,5
557,탐나종합어시장,일식,10989.0,5,975,4,3,5,5
558,오춘자비어,주점,6133.0,9,53,4,3,2,3
559,돌배기집,한식,10765.0,29,78,4,3,4,3
560,가락동리어카포차,주점,12235.0,8,3276,1,3,1,5
561,포차풍류,주점,6910.0,10,-281,1,3,3,1
562,오지게먹게,한식,726.0,4,185,4,3,3,4
563,김명자낙지마당,한식,8495.0,14,27,3,3,2,2
564,대마족발,한식,6780.0,9,89,4,3,4,3
565,맵도리탕,한식,4454.0,5,176,3,3,4,4
566,불밤매운오징어볶음,한식,,3,-353,1,3,0,1
567,홍희통닭,치킨,3366.0,11,-867,1,3,1,1
568,와플반트,제과제빵,10067.0,11,-354,3,3,0,1
569,계경순대국,한식,5715.0,8,942,3,3,3,5
570,정군비어,주점,5874.0,8,-1364,1,3,1,1
571,할매손충무김밥,분식,6160.0,4,-189,1,3,0,1
572,계림원누릉지통닭구이,치킨,9305.0,4,97,5,3,5,3
573,틈새라면,분식,4172.0,11,161,3,3,2,4
574,화로상회,기타 외식,6985.0,6,91,5,3,5,3
575,커피명가,커피,19860.0,19,140,3,3,3,4
576,빵장수단팥빵,제과제빵,10650.0,8,243,3,3,2,4
577,도이첸,패스트푸드,14855.0,13,8758,1,3,1,5
578,교동면옥,한식,27815.0,7,783,3,3,4,5
579,사보텐,일식,32520.0,14,1498,1,3,2,5
580,타코비카페,음료 (커피 외),7283.0,16,416,4,3,4,5
581,청춘당,제과제빵,5485.0,3,53,5,3,1,3
582,엘에이치씨피자탑(LHC,피자,5860.0,4,485,4,3,5,5
583,정직유부,한식,6364.0,4,73,5,3,5,3
584,그램그램,기타 외식,16960.0,21,58,4,3,1,3
585,아리가또맘마,기타 외국식,5931.0,7,19,2,3,2,2
586,커피사피엔스,커피,6990.0,3,232,2,3,0,4
587,아틀리에빈,커피,7980.0,7,36,3,3,2,2
588,용호동낙지,기타 외식,14650.0,7,843,2,3,2,5
589,정정아식당,기타 외식,9650.0,9,52,4,3,2,3
590,기소야,일식,16840.0,34,93,2,3,2,3
591,한우천국,한식,23930.0,10,331,5,3,0,5
592,전국지,주점,10485.0,10,576,2,3,1,5
593,뉴욕쟁이디저트,커피,8275.0,3,40,3,3,0,2
594,병천황토방순대,기타 외식,1750.0,21,106,4,3,3,3
595,칠성떡볶이,분식,4117.0,16,134,3,3,2,3
596,승승,기타 외식,13865.0,4,167,5,3,5,4
597,리얼펍,주점,9099.0,9,2623,1,3,1,5
598,김명자굴국밥전문점,한식,16200.0,15,18,3,3,2,2
599,꼼보포차,주점,5885.0,9,18,3,3,2,2
600,아리스타,커피,8932.0,12,182,1,3,5,4
601,치킨퐁,치킨,10346.0,4,-3629,2,3,5,1
602,쌈촌,기타 외국식,16280.0,12,201,3,3,2,4
603,춘향골남원추어탕,한식,11973.0,16,60,2,3,3,3
604,진도담찜닭(珍도담찜닭),치킨,2068.0,4,178,5,3,5,4
605,이혜주,한식,19085.0,9,202,5,3,5,4
606,101번지,기타 외식,12718.0,8,749,2,3,0,5
607,진미대왕통닭,치킨,3930.0,4,31,5,3,5,2
608,꼼보포차,주점,5885.0,9,18,3,3,2,2
609,철인7호,치킨,6965.0,5,514,3,3,4,5
610,샤브쌈주머니,한식,8750.0,5,7,4,3,2,2
611,샤브보트,한식,9453.0,18,56,2,3,2,3
612,석가신라해장국(石家신라해장국),한식,11200.0,11,246,3,3,3,4
613,달토끼의,분식,7105.0,4,143,5,3,5,4
614,백설공주,커피,15600.0,9,116,1,3,1,3
615,COFFEE,커피,5865.0,4,648,4,3,5,5
616,아이씨지(ICG),치킨,3510.0,16,183,3,3,3,4
617,개성집,기타 외식,10230.0,9,1265,3,3,2,5
618,라오니피자,피자,2070.0,4,17,5,3,1,2
619,올리앤(Ollien),서양식,19440.0,10,36,4,3,3,2
620,왕손피자,피자,4428.0,3,89,5,3,0,3
621,육장갈비,기타 외식,12590.0,18,44,3,3,1,2
622,대구우야지막창,기타 외식,8220.0,9,52,3,3,2,2
623,북촌삼대갈비,한식,7656.0,15,-203,1,3,1,1
624,시크릿테이스트,기타 외식,8773.0,14,82,4,3,2,3
625,임창정의모서리족발,한식,7176.0,6,-527,5,3,2,1
626,동원참치,일식,12825.0,54,166,3,3,3,4
627,주민상회,주점,5610.0,8,74,4,3,4,3
628,불난술집,기타 외식,5915.0,6,69,1,3,1,3
629,일가무교동낙지,한식,5555.0,15,300,5,3,5,4
630,19티(TEA),음료 (커피 외),6495.0,16,112,4,3,1,3
631,길동우동,기타 외식,8175.0,6,436,4,3,4,5
632,tony,패스트푸드,17050.0,8,297,3,3,5,4
633,놀부김치찜,한식,3355.0,33,647,1,3,2,5
634,엄맛탕,중식,2806.0,6,1,5,3,5,1
635,명태어장,한식,9130.0,4,124,5,3,5,3
636,한모둠,한식,13009.0,21,32,4,3,3,2
637,1도씨맥주(1℃,주점,6270.0,6,-137,1,3,2,1
638,인정국물떡볶이,분식,3983.0,8,67,5,3,3,3
639,땡초우동,주점,5260.0,8,6,2,3,2,2
640,자가제빵,피자,5680.0,7,1037,4,3,4,5
641,두부만드는사람들,한식,6965.0,9,434,3,3,5,5
642,시루향기,한식,11265.0,16,2743,2,3,1,5
643,달봉비어,주점,3905.0,9,8,5,3,1,2
644,엉터리생고기,한식,18870.0,12,28,3,3,2,2
645,더웨이닝커피(THE,커피,16120.0,12,532,3,3,3,5
646,풍국면,기타 외식,15300.0,7,-1038,1,3,2,1
647,내담대구탕해물갈비찜,한식,5335.0,11,107,3,3,2,3
648,피자,피자,5112.0,4,16,5,3,5,2
649,존슨부대찌개,한식,7910.0,8,58,3,3,2,3
650,김형제고기의철학,한식,11170.0,5,375,4,3,4,5
651,오부장치킨,치킨,2910.0,6,9,4,3,3,2
652,노걸대,한식,8205.0,12,179,3,3,1,4
653,라떼야커피,커피,13007.0,12,-320,1,3,1,1
654,미사리밀빛초계국수,한식,8270.0,11,128,3,3,2,3
655,혼밥대장,한식,11630.0,5,159,4,3,4,4
656,팔팔핫도그,패스트푸드,2570.0,7,646,2,3,4,5
657,스푼필라프,서양식,3850.0,7,215,4,3,4,4
658,도쿄라멘,일식,4963.0,8,-120,1,3,1,1
659,화통삼,한식,9045.0,11,151,1,3,1,4
660,마라하오,중식,4370.0,5,-3063,4,3,5,1
661,한나식빵,제과제빵,7925.0,6,1218,3,3,5,5
662,하늘보리피자,기타 외식,5830.0,13,-122,5,3,3,1
663,바로화덕치킨,치킨,15650.0,14,571,3,3,2,5
664,달인의찜닭,기타 외식,9470.0,5,27,5,3,5,2
665,동경야시장,주점,7956.0,8,39,5,3,5,2
666,카페코지,커피,4940.0,4,60,4,3,5,3
667,미정국수0410,분식,8887.0,29,78,4,3,4,3
668,치킨아이,치킨,2000.0,13,35,5,3,3,2
669,아딸,분식,8340.0,8,-215,3,3,3,1
670,포차고고(포차어게인),주점,8050.0,17,309,3,3,2,4
671,아벡데프리츠,주점,4435.0,12,53,4,3,2,3
672,청진동해장국,한식,6020.0,15,108,5,3,2,3
673,라떼떼,커피,9610.0,15,1277,2,3,3,5
674,갈비냉면,한식,3694.0,5,20,5,3,4,2
675,경성팥집옥루몽,아이스크림/빙수,17580.0,10,-206,1,3,1,1
676,보돌미역,기타 외식,13755.0,3,9,4,3,0,2
677,산쪼메,기타 외식,10405.0,10,783,2,3,1,5
678,미쓰족발,기타 외식,10282.0,10,89,5,3,1,3
679,카페일루이스,커피,20070.0,14,5053,2,3,2,5
680,화화,기타 외식,11428.0,11,270,3,3,2,4
681,청주본가,기타 외식,1600.0,15,39,4,3,3,2
682,피자플래넷,서양식,4247.0,3,130,5,3,0,3
683,구이구이쪽갈비,한식,5050.0,11,251,3,3,3,4
684,아이벗치킨,치킨,3610.0,9,347,5,3,4,5
685,토고리,한식,6226.0,11,46,4,3,3,2
686,통파이브,주점,8931.0,8,115,4,3,4,3
687,호바,주점,15443.0,14,297,3,3,1,4
688,무모한,일식,5632.0,3,4166,3,3,0,5
689,베러먼데이,커피,6300.0,5,722,4,3,5,5
690,한스(HANS),제과제빵,32740.0,13,229,4,3,4,4
691,날쌘카페,커피,4510.0,5,-742,3,3,5,1
692,파스토보이(pastoboy),서양식,5007.0,5,754,4,3,5,5
693,지랄닭발,치킨,5830.0,4,98,5,3,5,3
694,갈통삼,한식,3675.0,5,202,4,3,5,4
695,일미닭갈비파전,한식,6250.0,14,-103,5,3,1,1
696,쌀똑핫도그,제과제빵,2970.0,6,253,3,3,3,4
697,놀부옛날통닭,치킨,6993.0,33,647,1,3,2,5
698,설맥(SEOL,주점,8270.0,6,-235,5,3,5,1
699,만년닭강정,치킨,5105.0,5,173,4,3,2,4
700,코코이찌방야,서양식,8745.0,58,26,3,3,4,2
701,월남선생,기타 외식,6184.0,7,269,1,3,1,4
702,미태리,서양식,9115.0,8,1734,5,3,1,5
703,열정분식소,분식,7370.0,5,281,4,3,5,4
704,모로미,주점,21180.0,14,42,3,3,2,2
705,수철이네왕새우튀김,분식,5223.0,7,-558,1,3,2,1
706,파스토보이(pastoboy),서양식,5007.0,5,754,4,3,5,5
707,날쌘카페,커피,4510.0,5,-742,3,3,5,1
708,본초맘죽,한식,3393.0,16,297,4,3,4,4
709,만년닭강정,치킨,5105.0,5,173,4,3,2,4
710,지랄닭발,치킨,5830.0,4,98,5,3,5,3
711,보스턴오뎅,주점,11190.0,8,168,4,3,2,4
712,"챙길,밥",한식,3563.0,6,979,1,3,5,5
713,놀부옛날통닭,치킨,6993.0,33,647,1,3,2,5
714,찜뚝딱,기타 외식,4601.0,16,134,3,3,2,3
715,대만빵집,제과제빵,5811.0,9,196,3,3,5,4
716,문토스트,기타 외식,7780.0,6,537,5,3,3,5
717,왕빈자전통주막,주점,4710.0,5,317,4,3,4,4
718,교동전선생,한식,9150.0,13,-184,1,3,4,1
719,선술집모로미식당,기타 외식,8570.0,14,90,2,3,4,3
720,정가대박집,한식,21540.0,11,1,3,3,1,2
721,마성떡볶이,분식,8130.0,7,243,4,3,5,4
722,허디거디,기타 외식,32400.0,9,59,5,3,0,3
723,79네수육국밥,기타 외식,11060.0,9,69,4,3,3,3
724,홍대돈부리,일식,9625.0,12,151,1,3,2,4
725,큰통치킨,치킨,2222.0,9,15,1,3,2,2
726,찰스탕수육,중식,3790.0,9,138,5,3,2,4
727,니혼만땅,일식,8745.0,8,450,4,3,0,5
728,조선의,치킨,4403.0,13,106,3,3,3,3
729,돈까스짱,기타 외식,4534.0,4,211,5,3,5,4
730,쌀쌀맞은닭,치킨,8584.0,15,126,4,3,4,3
731,1인용,기타 외식,4215.0,8,278,3,3,5,5
732,카페두다트,제과제빵,18540.0,9,-320,1,3,1,1
733,멘야마쯔리,일식,6160.0,5,219,3,3,5,4
734,심할머니안흥찐빵만두,분식,7345.0,7,4,5,3,5,2
735,본가장수촌,기타 외식,16700.0,6,10,4,3,2,2
736,밥장인돼지찌개,한식,5690.0,8,229,3,3,2,4
737,파파도나스,제과제빵,5900.0,3,125,5,3,0,3
738,버블톡,음료 (커피 외),6405.0,11,169,3,3,1,4
739,쉐프밥버거,패스트푸드,3837.0,8,299,5,3,5,4
740,크라상점,제과제빵,6770.0,4,106,5,3,5,3
741,산카이,일식,9100.0,9,258,4,3,4,4
742,내가진짜떡볶이다,분식,5010.0,3,-3946,2,3,0,1
743,달구지막창,기타 외식,3270.0,15,201,3,3,3,4
744,강남교자,기타 외식,14030.0,8,-16647,2,3,2,1
745,일계양득,기타 외식,7195.0,5,761,2,3,4,5
746,아리랑수제핫도그,제과제빵,4370.0,9,-563,1,3,2,1
747,천안옛날호두과자,제과제빵,6525.0,15,260,4,3,3,4
748,가츠라,일식,16305.0,15,301,2,3,2,4
749,와라와라,주점,20220.0,17,34,2,3,2,2
750,가츠라,일식,16305.0,15,301,2,3,2,4
751,일계양득,기타 외식,7195.0,5,761,2,3,4,5
752,산카이,일식,9100.0,9,258,4,3,4,4
753,파파도나스,제과제빵,5900.0,3,125,5,3,0,3
754,본초불닭발,치킨,4335.0,16,297,4,3,4,4
755,뜸들이다,한식,5130.0,3,803,3,3,0,5
756,버블톡,음료 (커피 외),6405.0,11,169,3,3,1,4
757,투고샐러드(TO,기타 외식,8090.0,6,367,4,3,2,5
758,두리아,치킨,6349.0,5,6777,3,3,2,5
759,크라상점,제과제빵,6770.0,4,106,5,3,5,3
760,강남교자,기타 외식,14030.0,8,-16647,2,3,2,1
761,한고집,한식,6880.0,3,-1416,1,3,0,1
762,누들보쌈배달만족,한식,5348.0,4,524,4,3,5,5
763,내가진짜떡볶이다,분식,5010.0,3,-3946,2,3,0,1
764,셰프리푸드트럭,서양식,3668.0,8,255,3,3,4,4
765,인디오븐,제과제빵,8780.0,8,233,2,3,1,4
766,투더디프런트(TOTHEDIFFERENT),아이스크림/빙수,28600.0,9,428,1,3,1,5
767,명동할머니국수,분식,6898.0,11,227,3,3,1,4
768,브런치앤다이닝37.5(Brunch&Dining37.5),기타 외식,11558.0,8,383,4,3,5,5
769,숙달돼지,기타 외식,13010.0,6,979,1,3,3,5
770,맛없으면,한식,4307.0,6,153,4,3,5,4
771,돈오락쪽갈비,한식,8585.0,8,154,4,3,4,4
772,토대력,주점,6008.0,35,126,5,3,4,3
773,육첩반상,한식,11102.0,8,280,4,3,3,4
774,떡담,한식,12702.0,14,246,2,3,1,4
775,핫브레드,제과제빵,17820.0,10,223,4,3,3,4
776,Amity해변의죠스찜닭,기타 외식,13915.0,8,14,4,3,4,2
777,전골마켓,한식,2775.0,5,97,4,3,5,3
778,두꺼비로멘스,주점,5819.0,7,54,5,3,4,3
779,미각양꼬치,기타 외국식,8220.0,7,80,3,3,1,3
780,수유리혼밥왕,한식,3528.0,8,53,5,3,5,3
781,나는,한식,4125.0,4,185,4,3,3,4
782,토끼정,일식,17230.0,8,12,2,3,2,2
783,완산골명가,한식,8696.0,7,159,4,3,2,4
784,얼큰이찌개마을,기타 외식,5588.0,14,28,5,3,1,2
785,돼지영농후계자,한식,6505.0,8,16,5,3,3,2
786,맘스케익,제과제빵,6745.0,4,-420,2,3,4,1
787,남도분식,분식,10810.0,6,763,2,3,3,5
788,야미가,일식,6624.0,6,266,4,3,4,4
789,돈도니,한식,4751.0,6,33484,3,3,4,5
790,정코다리,한식,11960.0,24,179,4,3,5,4
791,카페아이엠티,커피,15480.0,12,232,3,3,4,4
792,쉐프삼촌,한식,9130.0,6,64,4,3,3,3
793,로티보이(Rotiboy),제과제빵,13170.0,11,-490,1,3,1,1
794,옐로우피자(YELLOW,피자,5368.0,8,273,5,3,4,4
795,그린브라우니(green,제과제빵,18050.0,9,146,3,3,3,4
796,호떡당,분식,4168.0,6,386,3,3,5,5
797,도둑고기,한식,10115.0,11,151,1,3,1,4
798,메콩타이,기타 외국식,13521.0,11,652,3,3,2,5
799,원당감자탕,기타 외식,9100.0,19,-130,5,3,0,1
800,호떡당,분식,4168.0,6,386,3,3,5,5
801,메콩타이,기타 외국식,13521.0,11,652,3,3,2,5
802,오땅비어,주점,5126.0,7,21,5,3,2,2
803,완산골명가,한식,8696.0,7,159,4,3,2,4
804,마녀김밥,분식,10730.0,3,63,3,3,0,3
805,원당감자탕,기타 외식,9100.0,19,-130,5,3,0,1
806,토끼정,일식,17230.0,8,12,2,3,2,2
807,호바,주점,4361.0,13,31,1,3,1,2
808,로티보이(Rotiboy),제과제빵,13170.0,11,-490,1,3,1,1
809,맘스케익,제과제빵,6745.0,4,-420,2,3,4,1
810,빨간모자피자,피자,8018.0,12,-374,1,3,3,1
811,베이크팡,제과제빵,8021.0,8,-482,1,3,1,1
812,홍대칼국수와족발,한식,11390.0,9,170,3,3,3,4
813,비에뜨반미,기타 외식,4356.0,6,-307,1,3,4,1
814,라면국물,기타 외식,2913.0,6,17,4,3,1,2
815,굴마을낙지촌,한식,8921.0,11,287,3,3,2,4
816,행복한오타쿠,일식,9489.0,10,351,3,3,1,5
817,육회본가,한식,4950.0,6,26,5,3,4,2
818,종로계림닭도리탕원조,기타 외식,2013.0,3,231,2,3,4,4
819,사이공본가,기타 외국식,6226.0,4,93,5,3,5,3
820,빅쭌부대찌개,기타 외식,9295.0,5,835,2,3,2,5
821,명랑한찜닭,치킨,6635.0,5,-133,1,3,4,1
822,더만족,한식,10190.0,13,67,5,3,3,3
823,동경에서먹었던규동,일식,6350.0,3,337,4,3,0,4
824,빨간망토,분식,10615.0,8,-142,1,3,0,1
825,돌깨마을,한식,10875.0,14,10,2,3,2,2
826,매스커피,음료 (커피 외),12050.0,10,472,3,3,3,5
827,새벽을여는시장사람들,주점,14835.0,11,273,2,3,3,4
828,부엉이돈가스,기타 외식,22583.0,8,514,2,3,3,5
829,아재불닭발,기타 외식,2113.0,4,62,3,3,5,3
830,몬스터커피,커피,5615.0,4,55,5,3,5,3
831,김양비어,주점,5690.0,8,-1539,2,3,5,1
832,빈스앤베리즈,커피,26580.0,47,35,2,3,3,2
833,시애틀의,기타 외식,29770.0,14,172,4,3,1,4
834,리춘시장,중식,12872.0,29,78,4,3,4,3
835,에그박스,기타 외식,5750.0,8,-121,4,3,3,1
836,달봉치킨,치킨,4070.0,6,4559,4,3,4,5
837,ESLOW,커피,5030.0,8,673,4,3,4,5
838,미분당,기타 외국식,10092.0,5,384,4,3,4,5
839,호야치킨,치킨,420.0,13,-240,1,3,1,1
840,명불허전,주점,5623.0,8,17,5,3,0,2
841,콩불,한식,7025.0,13,184,2,3,1,4
842,족장,한식,10130.0,11,-149,4,3,4,1
843,스시웨이,일식,10562.0,11,26,2,3,2,2
844,배달돼지,기타 외식,4592.0,7,101,4,3,1,3
845,엔칙스치킨,치킨,9000.0,4,-199,1,3,5,1
846,육문선생,한식,10700.0,8,78,1,3,0,3
847,대식가2900,한식,10750.0,5,116,5,3,4,3
848,찡오랑,기타 외식,1993.0,21,399,3,3,2,5
849,빵사부식빵공방,제과제빵,6955.0,4,-2996,1,3,1,1
850,떼루와,기타 외식,5910.0,8,26,2,3,1,2
851,엔칙스치킨,치킨,9000.0,4,-199,1,3,5,1
852,디초콜릿커피앤드,커피,8500.0,18,120,2,3,3,3
853,명불허전,주점,5623.0,8,17,5,3,0,2
854,콩불,한식,7025.0,13,184,2,3,1,4
855,스시웨이,일식,10562.0,11,26,2,3,2,2
856,찡오랑,기타 외식,1993.0,21,399,3,3,2,5
857,굴사냥,기타 외식,4853.0,15,226,2,3,1,4
858,ESLOW,커피,5030.0,8,673,4,3,4,5
859,육문선생,한식,10700.0,8,78,1,3,0,3
860,따띠삼겹,한식,3098.0,4,355,4,3,4,5
861,리틀족발이,기타 외식,8230.0,21,130,3,3,1,4
862,탭플레이(TAPLAY),커피,6490.0,8,-117,1,3,1,1
863,고기싸롱,한식,11765.0,11,133,3,3,4,3
864,모로미쿠시,주점,9800.0,14,90,4,3,4,3
865,백년불고기,기타 외식,11960.0,5,420,2,3,5,5
866,맵꼬만명태,한식,6100.0,20,148,4,3,1,4
867,신떡,분식,3939.0,18,38,2,3,2,2
868,바보형제쭈꾸미,한식,15795.0,9,11,3,3,2,2
869,하루비어,주점,9592.0,7,331,2,3,2,4
870,커피홀베이커리,제과제빵,19385.0,38,25,4,3,3,2
871,무봤나촌닭,치킨,7701.0,12,4,3,3,2,2
872,목구멍,한식,11055.0,4,28,5,3,5,2
873,대동국수,한식,19360.0,11,3,5,3,4,2
874,뽕잎사랑샤브칼국수보쌈냉면,기타 외식,12357.0,18,159,2,3,2,4
875,크앙분식,분식,5635.0,5,159,4,3,4,4
876,두드림치킨,치킨,3810.0,10,143,4,3,1,4
877,깐깐한족발,기타 외식,9960.0,7,40,5,3,4,2
878,상문이두마리숯불양념치킨,치킨,2855.0,17,755,4,3,2,5
879,허니빈스(HoneyBean's),커피,14140.0,11,106,4,3,2,3
880,포트오브모카(Port,커피,5327.0,8,-556,1,3,1,1
881,피자이탈리,피자,5280.0,3,426,4,3,5,5
882,아이러브피자,피자,4600.0,8,276,3,3,3,4
883,방가네소고기국밥수육,한식,5984.0,16,297,4,3,4,4
